TOKEN	O
Comme	O
elle	O
allait	O
être	O
condamnée,	O
il	O
la	O
fit	O
avancer	O
au	O
milieu	O
de	O
la	O
salle	O
(εἰς	O
μέσον)	O
et,	O
ayant	O
déchiré	O
son	O
vêtement,	O
il	O
exhiba	O
(ἐπέδειξε)	O
la	O
poitrine	O
de	O
la	O
femme.	O
Quand	O
les	O
juges	O
virent	O
(ἀπιδόντων)	O
sa	O
beauté,	O
ils	O
l’acquittèrent	O
Plutarque,	O
Vie	O
des	O
dix	O
orateurs,	O
Hypéride,	O
20	O
:	O
Moralia,	O
849e	O
:	O
Μελλούσης	O
δ'	O
αὐτῆς	O
ἁλίσκεσθαι,	O
παραγαγὼν	O
εἰς	O
μέσον	O
καὶ	O
περιρρήξας	O
τὴν	O
ἐσθῆτα	O
ἐπέδειξε	O
τὰ	O
στέρνατῆς	O
γυναικός,	O
καὶ	O
τῶν	O
δικαστῶν	O
εἰς	O
τὸ	O
κάλλος	O
ἀπιδόντων	O
ἀφείθη.	O
.	O
Fig.	O
1	O
:	O
Phryné	O
devant	O
l’Aréopage.	O
Jean-Léon	O
Gérôme,	O
Hamburg,	O
Kunsthalle,	O
1861.	O
C’est	O
ainsi	O
que	O
le	O
Pseudo-Plutarque	B-PER
expose	O
la	O
stratégie	O
utilisée	O
par	O
Hypéride	B-PER
pour	O
défendre	O
Phryné	B-PER
,	O
courtisane	O
accusée	O
d’impiété	O
dans	O
les	O
années	O
340-330	O
Sur	O
les	O
trois	O
chefs	O
d’inculpation	O
précis,	O
voir	O
Foucart	O
1902.	O
Pour	O
la	O
date,	O
voir	O
la	O
bibliographie	O
exposée	O
par	O
Gianfranco	O
Bartolini	O
(1977,	O
p.	O
117-118).	O
.	O
La	O
présentation	O
du	O
corps	O
de	O
l’hétaïre	O
apparaît	O
comme	O
une	O
«	O
arme	O
rhétorique	O
redoutable	O
Gherchanoc	O
2012,	O
p.	O
207.	O
L’ensemble	O
de	O
l’article	O
analyse	O
les	O
raisons	O
qui	O
font	O
de	O
ce	O
dévoilement	O
un	O
moyen	O
de	O
persuasion.	O
».	O
Si	O
le	O
discours	O
de	O
l’orateur	O
est	O
aujourd’hui	O
perdu	O
Une	O
seule	O
phrase	O
a	O
survécu,	O
grâce	O
à	O
Harpocration	O
et	O
Hésychius.	O
Elle	O
ne	O
concerne	O
malheureusement	O
pas	O
l’opération	O
de	O
dévoilement	O
mais	O
la	O
déesse	O
étrangère	O
Isodaitès,	O
qu’aurait	O
introduite	O
Phryné.	O
Voir	O
Foucart	O
1975,	O
p.	O
136,	O
n.	O
2.	O
Pour	O
l’ensemble	O
des	O
remarques	O
des	O
Anciens	O
qui	O
se	O
rapportent	O
à	O
l’affaire,	O
voir	O
les	O
fragments	O
d’Hypéride	O
dans	O
l’édition	O
Teubner	O
éditée	O
par	O
Christian	O
Jensen	O
(1917,	O
p.	O
143-145	O
:	O
fragments	O
171-180).	O
et	O
si	O
l’authenticité	O
de	O
ce	O
passage	O
a	O
été	O
contestée	O
Voir	O
Craig	O
Cooper	O
(1995),	O
qui	O
parle	O
d’une	O
«	O
biographical	O
fiction	O
»	O
(p.	O
305).	O
,	O
ce	O
geste,	O
ayant	O
valeur	O
d’argument,	O
a	O
été	O
largement	O
évoqué	O
dans	O
l’Antiquité	O
Cette	O
version	O
se	O
trouve	O
dans	O
Athénée,	O
Deipnosophistes,	O
XIII,	O
590	O
d-f.	O
D’autres	O
auteurs	O
affirment	O
que	O
c’est	O
Phryné	O
qui	O
a	O
déchiré	O
ses	O
vêtements	O
:	O
Alciphron,	O
Lettres	O
d’hétaïres	O
(IV),	O
4	O
;	O
Sextus	O
Empiricus,	O
Contre	O
les	O
rhéteurs	O
(II),	O
4.	O
Enfin,	O
Posidippe	O
affirmerait	O
dans	O
son	O
Éphésienne	O
(fr.	O
13)	O
quece	O
sont	O
les	O
larmes	O
de	O
Phryné,	O
et	O
non	O
pas	O
son	O
dévoilement,	O
qui	O
ont	O
convaincu	O
les	O
juges	O
(Athénée,	O
Deipnosophistes,	O
XIII,	O
591	O
e-f).	O
et	O
exploité	O
à	O
partir	O
de	O
l’époque	O
moderne	O
Ce	O
spectacle	O
vivant	O
est	O
évoqué	O
dès	O
le	O
xvi	O
e	O
siècle	O
par	O
Michel	O
de	O
Montaigne	O
:	O
«	O
Phryné	O
perdoit	O
sa	O
cause	O
entre	O
les	O
mains	O
d’un	O
excellent	O
advocat	O
si,	O
ouvrant	O
sa	O
robbe	O
elle	O
n’eust	O
corrompu	O
ses	O
juges	O
par	O
l’esclat	O
de	O
sa	O
beauté	O
»	O
(Essais,	O
III,	O
12	O
:	O
«	O
De	O
la	O
phisionomie	O
»).	O
Sur	O
les	O
nombreux	O
emplois	O
de	O
la	O
scène	O
à	O
sa	O
suite,	O
voir	O
Vouilloux	O
2002,	O
p.	O
41-52.	O
Voir	O
aussi	O
Wittenburg	O
2007,	O
p.	O
212,	O
n.	O
73.	O
,	O
à	O
l’image	O
du	O
tableau	O
de	O
Jean-Léon	O
Gérôme	O
(fig.	O
1).	O
Le	O
dévoilement	O
de	O
Phryné	O
témoigne	O
du	O
lien	O
fort	O
qui	O
unit	O
l’exhibition	O
et	O
la	O
conviction	O
En	O
parlant	O
de	O
la	O
réception	O
du	O
tableau	O
de	O
Gérôme,	O
Gerald	O
Ackerman	O
affirme	O
(2000,	O
p.	O
52)	O
:	O
«	O
Peu	O
à	O
peu,	O
celle-ci	O
devient	O
le	O
symbole	O
de	O
la	O
vérité	O
dévoilée.	O
»	O
.	O
Faire	O
voir	O
permet	O
de	O
faire	O
accepter,	O
montrer	O
c’est	O
déjà	O
démontrer.	O
Montrer-démontrer	O
:	O
la	O
corrélation	O
entre	O
les	O
deux	O
verbes	O
paraît	O
naturelle,	O
puisqu’ils	O
ne	O
différent	O
que	O
d’un	O
préfixe,	O
tout	O
comme	O
leurs	O
étymons	O
latins	O
et	O
grecs	O
que	O
sont	O
monstrare/demonstrare	O
et	O
δείκνυμι/ἀποδείκνυμι.	O
D’un	O
côté,	O
montrer	O
consiste	O
à	O
«	O
faire	O
voir	O
»,	O
c’est-à-dire	O
attirer	O
l’attention	O
d’une	O
ou	O
plusieurs	O
personnes.	O
Comme	O
l’écrit	O
Nadine	O
Lavand	O
(2008,	O
p.	O
18),	O
le	O
verbe	O
«	O
exprime	O
alors	O
toute	O
action	O
d’indiquer,	O
que	O
ce	O
soit	O
la	O
bonne	O
direction	O
–	O
montrer	O
le	O
chemin,	O
montrer	O
où	O
regarder	O
–	O
ou	O
la	O
meilleure	O
manière	O
de	O
procéder	O
–	O
montrer	O
comment	O
faire	O
–	O
celle	O
encore	O
de	O
se	O
conduire	O
–	O
