La	O
place	O
des	O
bibliothèques	O
parmi	O
les	O
lieux	O
de	O
savoir	O
semble	O
aussi	O
simple	O
qu’évidente	O
:	O
elles	O
sont	O
des	O
lieux	O
de	O
conservation	O
et	O
de	O
communication	O
de	O
livres,	O
manuscrits,	O
imprimés	O
et	O
aujourd’hui	O
numériques,	O
et	O
la	O
constitution	O
de	O
leurs	O
collections	O
reflète	O
un	O
projet	O
intellectuel	O
modelé	O
par	O
des	O
contraintes	O
économiques	O
comme	O
par	O
une	O
politique	O
de	O
la	O
circulation	O
des	O
savoirs.	O
Travailler	U-PER
sur	O
les	O
fonds	O
imprimés	O
anciens	O
d’une	O
bibliothèque	O
patrimoniale,	O
c’est	U-MISC
avoir	O
accès	O
à	O
un	O
«	O
livre	O
rare»	U-ORG
,	O
pour	O
les	O
besoins	O
d’une	O
enquête	O
érudite,	O
mais	O
c’est	U-MISC
aussi	O
découvrir,	O
au	O
hasard	O
d’une	O
page,	O
les	O
traces	O
allusives	O
et	O
énigmatiques	O
de	O
ce	O
projet,	O
de	O
ces	O
contraintes	O
et	O
de	O
cette	O
dimension	O
politique.	O
On	B-MISC
ne	I-MISC
peut	I-MISC
lire	I-MISC
le	I-MISC
texte	I-MISC
indépendamment	I-MISC
des	I-MISC
marginalia	L-MISC
manuscrites	O
qui	O
le	O
bordent,	O
révélatrices	O
d’un	O
horizon	O
de	O
réception	O
particulier,	O
celui	O
d’un	O
lecteur	O
identifié	O
ou	O
anonyme,	O
celui	O
du	O
monde	O
lettré	O
auquel	O
il	O
a	O
appartenu.	O
Luciano	B-PER
Canfora	L-PER
nous	O
raconte	O
l’une	O
de	O
ses	O
nombreuses	O
enquêtes	O
érudites,	O
où	O
tel	O
un	O
Sherlock	O
Holmes	O
philologue,	O
il	O
sait	O
faire	O
parler	O
les	O
moindres	O
indices,	O
les	O
corréler,	O
les	O
situer	O
dans	O
un	O
contexte	O
plus	O
large	O
où	O
ils	O
prennent	O
tout	O
leur	O
sens.	O
Le	B-MISC
lieu	I-MISC
de	I-MISC
l’enquête	I-MISC
?	L-MISC
La	O
Biblioteca	B-LOC
Civica	I-LOC
de	I-LOC
Rovereto	L-LOC
,	O
une	O
ville	O
du	B-LOC
Nord	L-LOC
de	O
l’	B-LOC
Italie	L-LOC
,	O
dans	O
la	O
région	O
du	O
Trentin-Haut-Adige	U-LOC
.	O
Parmi	O
les	O
400.000	O
volumes	O
imprimés,	O
un	O
fonds	O
particulièrement	O
significatif	O
:	O
celui	O
de	O
l’érudit	O
Girolamo	B-PER
Tartarotti	L-PER
(1706-1761),	O
né	O
et	O
mort	O
à	O
Rovereto	U-LOC
,	O
qui	O
contitua	O
le	O
noyau	O
originel	O
de	O
la	O
Biblioteca	B-LOC
Civica,	L-LOC
créée	O
en	O
1764.	O
Polymathe	U-PER
et	O
auteur	O
d’une	O
œuvre	O
importante	O
où	O
se	O
croisent	O
ses	O
intérêts	O
d’antiquaire,	O
de	O
philologue,	O
d’historien	O
régional	O
et	O
d’historien	O
de	O
l’Eglise,	O
Tartarotti	U-LOC
est	O
surtout	O
connu	O
aujourd’hui	O
pour	O
ses	O
traités	O
sur	O
les	O
sorcières.	O
Mais	O
Luciano	B-PER
Canfora	L-PER
s’est	O
intéressé	O
aux	O
annotations	O
laissées	O
par	O
l’érudit	O
sur	O
ses	O
livres	O
personnels	O
:	O
il	O
peut	O
s’agir	O
d’un	O
développement	O
polémique	O
contre	O
l’auteur	O
du	O
livre	O
lu,	O
d’un	O
index	O
rerum	O
qui	O
lui	O
permettra	O
de	O
naviguer	O
dans	O
un	O
ouvrage,	O
d’une	O
compilation	O
de	O
passages	O
d’autres	O
auteurs,	O
ou	O
de	O
traces	O
qui	O
déroulent	O
un	O
fil	O
conducteur	O
d’un	O
livre	O
à	O
l’autre,	O
d’une	O
bibliothèque	O
à	O
l’autre.	O
Ces	O
indices	O
ténus	O
racontent	O
une	O
histoire,	O
celle	O
de	O
la	O
circulation	O
des	O
ouvrages	O
érudits	O
au	O
XVIIIe	O
siècle,	O
celle	O
de	O
la	O
critique	O
philologique	O
qui	O
en	O
détermine	O
la	O
valeur	O
et	O
la	O
rareté,	O
mais	O
aussi	O
celle	O
des	O
intérêts,	O
des	O
intuitions,	O
des	O
interprétations	O
de	O
celui	O
qui	O
les	O
a	O
déposés.	O
Les	O
annotations	O
corrigent	O
une	O
erreur	O
textuelle	O
ou	O
des	O
frontispices	O
fautifs,	O
soulignent	O
la	O
rareté	O
ou	O
la	O
qualité	O
d’une	O
édition,	O
tissent	O
des	O
liens	O
entre	O
les	O
livres	O
de	O
la	O
bibliothèque	O
de	O
l’érudit,	O
témoignant	O
de	O
ses	O
intérêts	O
intellectuels	O
comme	O
de	O
son	O
ouverture	O
au	O
protestantisme.	O
Ce	O
n’est	O
sans	O
doute	O
pas	O
un	O
hasard	O
si	O
Luciano	B-PER
Canfora	L-PER
retrouve	O
dans	O
ce	O
fonds	O
l’un	O
des	O
quatre	O
cents	O
exemplaires	O
de	O
l’édition	O
de	O
la	O
Bibliothèque	B-LOC
du	I-LOC
patriarche	I-LOC
Photius	L-LOC
publiée	O
à	O
Rouen	U-LOC
en	O
1654,	O
qu’il	O
s’efforce	O
de	O
retrouver	O
l’un	O
après	O
l’autre	O
dans	O
toutes	O
les	O
bibliothèques	O
possibles,	O
pour	O
en	O
collecter	O
les	O
marginalia	O
Voir	O
Luciano	U-MISC
Canfora,	O
La	B-MISC
Bibliothèque	L-MISC
du	O
patriarche.	O
Photius	U-PER
censuré	O
dans	O
la	B-LOC
France	L-LOC
de	O
Mazarin,	U-PER
traduit	O
de	O
l’italien	O
par	O
L.-A.	B-PER
Sanchi,	I-PER
Paris	L-PER
:	O
Belles	O
lettres,	O
2003	O
.Ce	O
sont	O
ainsi	O
des	O
traces	O
infimes,	O
des	O
signes,	O
des	O
citations	O
latines,	O
des	O
références	O
bibliographiques	O
abrégées	O
qui,	O
patiemment	O
collectés,	O
dessinent	O
peu	O
à	O
peu	O
le	O
portrait	O
de	O
Tartarotti	U-PER
.	O
Pour	O
mener	O
une	O
telle	O
enquête,	O
il	O
faut	O
entrer	O
soi-même	O
dans	O
le	O
labyrinthe	O
de	O
cette	O
érudition	O
en	O
déroulant	O
les	O
fils	O
de	O
la	O
culture	O
classique	O
et	O
de	O
la	O
patristique,	O
des	O
savoirs	O
historiques	O
et	O
de	O
la	O
critique	O
philologique.	O
Le	O
texte	O
de	O
Luciano	B-PER
Canfora	L-PER
,	O
inédit	O
dans	O
