Une	O
conférencière	O
vient	O
d’analyser	O
les	O
explications	O
antiques	O
d’un	O
épisode	O
célèbre	O
de	O
l’Iliade	O
;	O
un	O
spécialiste	O
de	O
rhétorique	O
l’interroge	O
sur	O
une	O
scholie	O
qu’elle	O
a	O
traduite	O
:	O
selon	O
le	O
commentateur,	O
les	O
Siciliens	B-ORG
Corax	L-ORG
et	O
Tisias	U-PER
auraient	O
«	O
orné	O
»	O
l’art	O
de	O
la	O
parole.	O
Ne	O
l’ont-ils	O
pas	O
plutôt	O
«	O
ordonné	O
»	O
et	O
institué,	O
comme	O
le	O
veut	O
la	O
tradition	O
?	O
Le	O
verbe	O
grec	O
qui	O
figure	O
dans	O
le	O
texte,	O
kosmeô	O
,	O
peut	O
avoir	O
les	O
deux	O
sens.	O
Pendant	O
la	O
discussion,	O
un	O
auditeur	O
ouvre	O
son	O
ordinateur	O
portable.	O
Il	O
commence	O
par	O
y	O
contrôler	O
l’article	O
du	O
dictionnaire	O
de	O
référence.	O
Mais	O
il	O
s’agit	O
en	O
l’occurrence	O
d’une	O
forme	O
peu	O
habituelle,	O
ek-kosmeô	O
,	O
qui	O
n’y	O
est	O
pas	O
répertoriée.	O
Une	B-MISC
rapide	I-MISC
recherche	I-MISC
lui	I-MISC
permet	I-MISC
de	I-MISC
préciser	L-MISC
que	O
le	O
verbe	O
ne	O
se	O
rencontre	O
pourvu	O
de	O
ce	O
préfixe	O
que	O
dans	O
quatre	O
textes.	O
Un	B-MISC
auteur	I-MISC
du	I-MISC
ii	I-MISC
e	I-MISC
siècle	I-MISC
de	I-MISC
notre	L-MISC
ère	O
évoque	O
les	O
inscriptions	O
qui	O
«	O
ornent	O
»	O
un	O
temple	O
de	O
Delphes	U-LOC
;	O
quelques	O
siècles	O
plus	O
tard,	O
sa	O
remarque	O
est	O
glosée	O
par	O
deux	O
érudits	O
anonymes.	O
Le	B-MISC
quatrième	I-MISC
emploi	L-MISC
connu	O
figure	O
dans	O
le	O
texte	O
examiné	O
Scholies	U-LOC
à	O
l’Iliade,	O
IX,	U-MISC
443	O
(T).	O
.	O
En	O
prétendant	O
qu’	B-PER
Homère	L-PER
connaissait	O
à	O
la	O
fois	O
le	O
nom	O
et	O
l’art	O
de	O
la	O
rhétorique,	O
le	O
scholiaste	O
affirme	O
que	O
les	O
fondateurs	O
n’ont	O
fait	O
que	O
perfectionner	O
une	O
invention	O
antérieure.	O
Si	O
l’on	O
admet	O
qu’il	O
tente	O
de	O
concilier	O
une	O
information	O
attendue	O
avec	O
ce	O
qu’il	O
considère	O
comme	O
le	O
témoignage	O
du	O
poète,	O
les	O
deux	O
interprétations	O
sont	O
envisageables	O
:	O
soit	O
les	O
premiers	O
techniciens	O
ont	O
conféré	O
une	O
belle	O
apparence	O
à	O
ce	O
qui	O
existait	O
longtemps	O
avant	O
eux,	O
soit	O
ils	O
ont	O
organisé	O
un	O
ensemble	O
de	O
pratiques	O
et	O
de	O
savoirs.	O
Ce	O
ne	O
sont	O
pas	O
des	O
passages	O
parallèles	O
ni	O
les	O
autres	O
emplois	O
du	O
terme	O
qui	O
autoriseront	O
à	O
faire	O
la	O
part	O
de	O
la	O
logique	O
singulière	O
du	O
passage	O
et	O
celle	O
de	O
la	O
culture	O
commune	O
